,grayscale,type
1341,"[[1.70771797e-04 8.53858985e-05 1.70771797e-04 ... 0.00000000e+00
  0.00000000e+00 8.53858985e-05]]",Type_3
1342,[[0.01016362 0.01016362 0.01060076 ... 0.00502716 0.00524574 0.00612003]],Type_3
1343,[[0.00010317 0.         0.         ... 0.         0.         0.        ]],Type_3
1344,[[0.01745456 0.01762159 0.01720402 ... 0.01035582 0.01018879 0.0102723 ]],Type_3
1345,[[0.01066413 0.01168953 0.01168953 ... 0.01312509 0.01220223 0.01292001]],Type_3
1346,[[0.00309799 0.00338843 0.00406612 ... 0.00890673 0.00890673 0.00910036]],Type_3
1347,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1348,"[[1.59688212e-04 7.98441061e-05 7.98441061e-05 ... 1.59688212e-04
  1.59688212e-04 7.98441061e-05]]",Type_3
1349,[[0.00742041 0.00751317 0.00834796 ... 0.00890449 0.00797694 0.00695664]],Type_3
1350,[[0.01129785 0.01193886 0.01225936 ... 0.0027243  0.00280443 0.00296468]],Type_3
1351,"[[1.85362433e-04 9.26812165e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1352,"[[9.25907109e-05 9.25907109e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1353,[[0.01950515 0.01950515 0.01845649 ... 0.01992462 0.02160248 0.02275601]],Type_3
1354,[[0.00686907 0.00654197 0.00678729 ... 0.00130839 0.00081775 0.0006542 ]],Type_3
1355,"[[1.52845619e-04 7.64228095e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 7.64228095e-05]]",Type_3
1356,"[[8.96216528e-05 2.68864958e-04 8.96216528e-05 ... 1.79243306e-04
  1.79243306e-04 8.96216528e-05]]",Type_3
1357,[[0.00219355 0.00210918 0.00253102 ... 0.00253102 0.00160298 0.00194045]],Type_3
1358,[[0.0042575  0.00435886 0.00446023 ... 0.00405476 0.00344654 0.0029397 ]],Type_3
1359,[[0.         0.00011491 0.         ... 0.         0.         0.        ]],Type_3
1360,[[0.00926151 0.00934889 0.009611   ... 0.00157271 0.00148534 0.00166008]],Type_3
1361,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1362,"[[9.55684327e-05 9.55684327e-05 9.55684327e-05 ... 9.55684327e-05
  9.55684327e-05 9.55684327e-05]]",Type_3
1363,"[[0.00000000e+00 0.00000000e+00 9.97889565e-05 ... 9.97889565e-05
  9.97889565e-05 1.99577913e-04]]",Type_3
1364,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1365,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1366,"[[9.54192209e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1367,"[[8.84740888e-05 8.84740888e-05 8.84740888e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1368,[[0.0002513  0.0002513  0.00016753 ... 0.00016753 0.00033506 0.0002513 ]],Type_3
1369,"[[3.56861987e-04 3.56861987e-04 3.56861987e-04 ... 1.78430994e-04
  0.00000000e+00 8.92154968e-05]]",Type_3
1370,"[[3.90850102e-03 3.52718385e-03 3.90850102e-03 ... 7.62634345e-04
  1.90658586e-04 9.53292931e-05]]",Type_3
1371,[[0.00010399 0.00031196 0.00010399 ... 0.         0.         0.        ]],Type_3
1372,"[[8.66718516e-05 1.73343703e-04 8.66718516e-05 ... 1.73343703e-04
  1.73343703e-04 0.00000000e+00]]",Type_3
1373,[[0.0012083  0.00056387 0.00032221 ... 0.00958587 0.00950531 0.00910255]],Type_3
1374,"[[1.70403985e-04 1.70403985e-04 1.70403985e-04 ... 8.52019925e-05
  8.52019925e-05 8.52019925e-05]]",Type_3
1375,[[0.00010092 0.         0.00010092 ... 0.         0.00010092 0.        ]],Type_3
1376,[[0.01118638 0.01166855 0.01137925 ... 0.00289303 0.00405024 0.00482172]],Type_3
1377,[[0.00481806 0.00565196 0.0045401  ... 0.02168127 0.01945755 0.01602932]],Type_3
1378,[[0.01203884 0.01129798 0.01222405 ... 0.00944586 0.00814937 0.00777894]],Type_3
1379,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1380,[[0.01000012 0.01014297 0.01042869 ... 0.00035715 0.00028572 0.00028572]],Type_3
1381,[[0.00602661 0.01170554 0.00892402 ... 0.02399056 0.02399056 0.02399056]],Type_3
1382,"[[7.67225954e-04 8.52473282e-04 8.52473282e-04 ... 0.00000000e+00
  8.52473282e-05 0.00000000e+00]]",Type_3
1383,[[0.00119944 0.00068539 0.00017135 ... 0.0046264  0.00299859 0.00137078]],Type_3
1384,[[0.00229063 0.00209974 0.00248151 ... 0.01164402 0.01088048 0.01088048]],Type_3
1385,[[0.01536302 0.01544518 0.01536302 ... 0.00123233 0.0016431  0.00221819]],Type_3
1386,[[0.00879944 0.00888656 0.00906081 ... 0.00514027 0.00348493 0.00296219]],Type_3
1387,[[0.00465434 0.00412743 0.00131727 ... 0.01229448 0.01115285 0.01097721]],Type_3
1388,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1389,[[0.01479456 0.01506033 0.01452879 ... 0.01665496 0.01665496 0.01692073]],Type_3
1390,[[0.00362322 0.00332745 0.00340139 ... 0.00066549 0.0005176  0.00066549]],Type_3
1391,"[[1.29347365e-02 1.30984674e-02 1.28528711e-02 ... 8.18654209e-05
  8.18654209e-05 8.18654209e-05]]",Type_3
1392,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1393,[[0.00967785 0.00512926 0.00793584 ... 0.0076455  0.00677449 0.00609704]],Type_3
1394,[[0.01203322 0.01219155 0.01187489 ... 0.00015833 0.00015833 0.00015833]],Type_3
1395,[[0.         0.         0.00010469 ... 0.         0.         0.00010469]],Type_3
1396,[[0.00010095 0.00010095 0.         ... 0.00686489 0.00676394 0.00434103]],Type_3
1397,[[0.00485879 0.00616237 0.00782147 ... 0.00426625 0.00402924 0.00343671]],Type_3
1398,[[0.01034376 0.0089543  0.00741045 ... 0.03288389 0.03288389 0.03288389]],Type_3
1399,[[0.00030639 0.00061278 0.00061278 ... 0.00020426 0.00020426 0.00030639]],Type_3
1400,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1401,[[0.01123604 0.01132116 0.0122575  ... 0.0019578  0.00229828 0.00289413]],Type_3
1402,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1403,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.12786523e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1404,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1405,[[0.         0.         0.         ... 0.00073298 0.0009424  0.00020942]],Type_3
1406,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1407,[[0.00862606 0.00921688 0.00898055 ... 0.00118165 0.00129982 0.00118165]],Type_3
1408,[[0.00027563 0.00027563 0.00018376 ... 0.00018376 0.00027563 0.00027563]],Type_3
1409,"[[8.04587984e-05 0.00000000e+00 8.04587984e-05 ... 8.04587984e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1410,[[0.00498681 0.00588607 0.00670358 ... 0.0040058  0.00376054 0.00310654]],Type_3
1411,[[0.0146665  0.01494719 0.01508754 ... 0.0038596  0.00364908 0.00336838]],Type_3
1412,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1413,"[[1.68758047e-04 1.68758047e-04 8.43790237e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1414,[[0.00010541 0.         0.00010541 ... 0.00115949 0.00094867 0.00105408]],Type_3
1415,[[0.02769118 0.02615932 0.02109243 ... 0.00801277 0.00883761 0.00871977]],Type_3
1416,[[0.00944239 0.00944239 0.00931815 ... 0.00086969 0.00012424 0.        ]],Type_3
1417,[[0.00058118 0.00058118 0.00034871 ... 0.00046494 0.00034871 0.00023247]],Type_3
1418,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1419,[[0.01087897 0.01139702 0.01191506 ... 0.00051805 0.00041444 0.00051805]],Type_3
1420,[[0.00389487 0.00572776 0.00641509 ... 0.01053907 0.01008085 0.00931715]],Type_3
1421,[[0.01570721 0.01594282 0.01617843 ... 0.01798475 0.01712086 0.01382234]],Type_3
1422,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1423,[[0.00189164 0.00180565 0.00206361 ... 0.00928622 0.00756655 0.005245  ]],Type_3
1424,[[0.         0.         0.         ... 0.         0.00010879 0.00010879]],Type_3
1425,"[[9.53118835e-05 9.53118835e-05 1.90623767e-04 ... 0.00000000e+00
  9.53118835e-05 9.53118835e-05]]",Type_3
1426,[[0.00788761 0.00944438 0.01017087 ... 0.00425516 0.00415137 0.00373624]],Type_3
1427,"[[9.71413777e-05 1.94282755e-04 1.94282755e-04 ... 2.91424133e-04
  1.94282755e-04 2.91424133e-04]]",Type_3
1428,"[[8.50675656e-05 1.70135131e-04 1.70135131e-04 ... 1.70135131e-04
  8.50675656e-05 0.00000000e+00]]",Type_3
1429,[[0.00923401 0.00932729 0.00848783 ... 0.00410401 0.00223855 0.00279819]],Type_3
1430,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1431,[[0.01277366 0.01284924 0.01277366 ... 0.00052909 0.00075584 0.00068025]],Type_3
1432,[[0.00289882 0.00278732 0.00256434 ... 0.00178389 0.00189538 0.00111493]],Type_3
1433,"[[5.49352512e-03 4.32823191e-03 5.41028989e-03 ... 8.32352291e-05
  8.32352291e-05 8.32352291e-05]]",Type_3
1434,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1435,[[0.00282884 0.00341818 0.00330031 ... 0.00047147 0.00165015 0.00247523]],Type_3
1436,"[[9.66300677e-05 3.86520271e-04 9.66300677e-05 ... 9.66300677e-05
  0.00000000e+00 2.89890203e-04]]",Type_3
1437,[[0.02502541 0.02502541 0.02469024 ... 0.0043571  0.00458054 0.00446882]],Type_3
1438,[[0.0088515  0.00754389 0.00714155 ... 0.0061357  0.00563277 0.00573336]],Type_3
1439,[[0.01160834 0.01296787 0.01432741 ... 0.02164798 0.02164798 0.02091592]],Type_3
1440,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1441,[[0.01091339 0.01142898 0.01125711 ... 0.0149522  0.0149522  0.01383508]],Type_3
1442,[[0.00010491 0.00010491 0.00010491 ... 0.         0.         0.        ]],Type_3
1443,[[0.0113182  0.011423   0.01152779 ... 0.0001048  0.0001048  0.0001048 ]],Type_3
1444,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1445,[[0.01179105 0.01278548 0.01278548 ... 0.01406402 0.01932027 0.02216149]],Type_3
1446,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1447,[[0.00011399 0.         0.00034198 ... 0.00262183 0.00193788 0.00136791]],Type_3
1448,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1449,[[0.01753651 0.01753651 0.01685149 ... 0.00027401 0.00027401 0.        ]],Type_3
1450,"[[1.87971041e-04 1.87971041e-04 9.39855203e-05 ... 1.87971041e-04
  1.87971041e-04 3.75942081e-04]]",Type_3
1451,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1452,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1453,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1454,[[0.00029842 0.00049737 0.00029842 ... 0.00019895 0.00019895 0.00039789]],Type_3
1455,[[0.01045523 0.01045523 0.0109531  ... 0.0094595  0.00816504 0.00487911]],Type_3
1456,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.45140559e-05
  0.00000000e+00 1.89028112e-04]]",Type_3
1457,"[[9.27155046e-05 0.00000000e+00 0.00000000e+00 ... 9.27155046e-05
  9.27155046e-05 1.85431009e-04]]",Type_3
1458,[[0.00011612 0.00011612 0.         ... 0.         0.         0.        ]],Type_3
1459,[[0.00831082 0.01047886 0.01210489 ... 0.00289072 0.00451675 0.00325206]],Type_3
1460,[[0.00011375 0.         0.         ... 0.         0.         0.        ]],Type_3
1461,"[[0.00000000e+00 8.38548015e-05 0.00000000e+00 ... 3.35419206e-04
  2.51564405e-04 4.19274008e-04]]",Type_3
1462,[[0.00026723 0.00026723 0.00017816 ... 0.00017816 0.00017816 0.00017816]],Type_3
1463,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1464,[[0.01049561 0.00996012 0.00963883 ... 0.01210209 0.01306597 0.01328017]],Type_3
1465,"[[8.33593032e-05 1.66718606e-04 8.33593032e-05 ... 1.66718606e-04
  8.33593032e-05 1.66718606e-04]]",Type_3
1466,"[[8.91226073e-05 2.67367822e-04 1.78245215e-04 ... 1.78245215e-04
  1.78245215e-04 1.78245215e-04]]",Type_3
1467,"[[0.00000000e+00 0.00000000e+00 1.60342068e-04 ... 8.01710340e-05
  8.01710340e-05 0.00000000e+00]]",Type_3
1468,[[0.0147194  0.01553715 0.01617317 ... 0.00109033 0.00208979 0.00254409]],Type_3
1469,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1470,[[0.         0.         0.00010683 ... 0.         0.         0.        ]],Type_3
1471,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  8.79202494e-05 0.00000000e+00]]",Type_3
1472,[[0.00374692 0.00331123 0.00426974 ... 0.00531539 0.00365978 0.00365978]],Type_3
1473,[[0.00031523 0.         0.         ... 0.         0.         0.        ]],Type_3
1474,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1475,[[0.00059815 0.00082246 0.00037384 ... 0.00927134 0.00874796 0.00844888]],Type_3
1476,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1477,[[0.0009497  0.00066479 0.00085473 ... 0.00151952 0.00104467 0.00132958]],Type_3
1478,[[0.00871145 0.00911352 0.00938156 ... 0.00616503 0.00616503 0.00616503]],Type_3
1479,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1480,[[0.         0.00010007 0.         ... 0.00010007 0.00020015 0.        ]],Type_3
